,Show_Id,Type,Title,Director,Cast,Country,Date_Added,Release_Year,Rating,Duration,Listed_In,Description
6727,s6728,Movie,Eyyvah Eyyvah 3,Hakan Algül,"Demet Akbağ, Ata Demirer, Özge Borak, Salih Kalyon, Tanju Tuncel, Serra Yılmaz, Tarık Ünlüoğlu, Ayşenil Şamlıoğlu",Turkey,"March 10, 2017",2014,TV-PG,103 min,"Comedies, International Movies","Life Is Tough For Hüseyin After Marrying His True Love. He Works Day And Night To Support His Growing Family, While Singer Firuzan Copes With Fame."
6728,s6729,TV Show,Ezel,"Raúl Campos, Jan Suter","Kenan İmirzalıoğlu, Cansu Dere, Haluk Bilginer, Yiğit Özşener, Barış Falay, Burçin Terzioğlu, Bade İşçil, Sarp Akkaya, İpek Bilgin, Salih Kalyon, Tuncel Kurtiz, Sedef Avcı, Berrak Tüzünataç, İsmail Filiz",Turkey,"December 26, 2016",2009,TV-14,1 Season,"Crime TV Shows, International TV Shows, TV Dramas",A Young Man Framed For A Crime Escapes A Prison Sentence By Faking His Own Death And Assuming A New Identity As He Seeks Revenge.
6729,s6730,Movie,F the Prom,Benny Fine,"Cameron Palatas, Richard Karn, Cheri Oteri, Danielle Campbell, Nicholle Tom, Joel Courtney, Luke Bilyk",United States,"March 5, 2018",2017,TV-MA,92 min,"Comedies, Romantic Movies","Maddy And Cole Were Inseparable Before High School. Then She Got Popular; He Didn'T. But After Maddy Is Betrayed, She And Cole Reunite – To Ruin Prom."
6730,s6731,Movie,Face 2 Face,Matt Toronto,"Daniela Bobadilla, Daniel Amerman, Kevin McCorkle, Mary Gordon Murray, Emily Jordan, Karrie Cox, Nicholas James Reilly, Enspirit, Sheldon A. Smith, Michael Soulema",United States,"January 15, 2018",2017,TV-MA,89 min,"Dramas, Independent Movies","Two Former Friends, Who Now Live Far Apart, Learn About Each Other'S Insecurities And Secrets Over A Series Of Video Chats."
6731,s6732,TV Show,Fairy Tail,"Raúl Campos, Jan Suter","Tetsuya Kakihara, Aya Hirano, Rie Kugimiya, Yuichi Nakamura, Sayaka Ohara, Satomi Sato, Yui Horie, Hiroki Yasumoto, Ryoko Ono, Hiroki Touchi, Shinpachi Tsuji, Wataru Hatano, Mai Nakahara, Katsuyuki Konishi, Eri Kitamura, Todd Haberkorn, Cherami Leigh, Tia Lynn Ballard, Newton Pittman, Colleen Clinkenbeard, Brittney Karbowski, Jad Saxton, Christopher R. Sabat, Monica Rial, Rick Keeling, R. Bruce Elliott, David Wald, Brina Palencia, Patrick Seitz, Jamie Marchi",Japan,"April 1, 2017",2009,TV-MA,1 Season,"Anime Series, International TV Shows","When Four Young Wizards Team Up To Take Jobs Across The Kingdom, They Forge A Bond More Powerful Than Any Magic And Grow Stronger With Every Mission."
6732,s6733,TV Show,Fake or Fortune?,"Raúl Campos, Jan Suter","Fiona Bruce, Philip Mould, Bendor Grosvenor",United Kingdom,"July 26, 2019",2015,TV-G,1 Season,"British TV Shows, Crime TV Shows, Docuseries",Fiona Bruce And Philip Mould Use Investigative Skills And Scientific Techniques To Determine If Paintings Are Real Or Just Impressive Forgeries.
6733,s6734,Movie,Fakta Ladh Mhana,Sanjay Jadhav,"Sachin Khedekar, Bharat Jadhav, Aniket Vishwasrao, Siddarth Jadhav, Sanjay Narvekar, Vaibhav Mangale, Santosh Juvekar, Sanjay Khapre, Mahesh Manjrekar",India,"February 15, 2018",2011,TV-14,150 min,"Action & Adventure, Dramas, International Movies","A Young Man Enlists The Help Of His Friends To Avenge His Uncle'S Death By Taking On A Powerful, Unscrupulous Politician."
6734,s6735,Movie,Fall Girls,Chris Stokes,"Amara La Negra, Erica Hubbard, Joely Fisher, Paris Phillips, Erica Peeples, Tami Roman, Alfred Thomas II, J-Boog, Hunter Ives, Dylan Mooney",United States,"January 1, 2020",2019,TV-14,80 min,Comedies,"Following A Night Of Hard Partying That Left Their Tycoon Boss Dead, Four Women Try To Keep It A Secret In Hopes Of Closing A Billion-Dollar Deal."
6735,s6736,Movie,Fallen,Gregory Hoblit,"Denzel Washington, John Goodman, Donald Sutherland, Embeth Davidtz, James Gandolfini, Elias Koteas, Gabriel Casseus, Michael J. Pagan, Robert Joy",United States,"November 1, 2019",1998,R,124 min,Thrillers,A Tough Homicide Cop Faces His Most Dangerous Assignment When He Must Stop A Murderous Evil Spirit Who Can Move From One Host To The Next.
6736,s6737,Movie,Familiye,"Sedat Kirtan, Kubilay Sarikaya","Kubilay Sarikaya, Arnel Taci, Muhammed Kirtan, Violetta Schurawlow, Burak Yiğit, Giwar Xatar Hajabi, Ridvan Kirtan, Ilhan Erdinc, Michael Hanemann, Sedat Kirtan",Germany,"May 1, 2019",2017,TV-MA,99 min,"Dramas, Independent Movies, International Movies","An Ex-Con Struggles To Take Care Of His Two Brothers, A Gambling Addict And A Young Man With Down Syndrome, After Being Released From Prison."
6737,s6738,Movie,Famous in Ahmedabad,Hardik Mehta,Unknown,India,"December 15, 2016",2015,TV-14,29 min,"Documentaries, International Movies",Follow An 11-Year-Old Boy As He Goes From Ordinary Child To Colorful Competitor In His Quest For A Big Win At India’S Biggest Kite-Flying Festival.
6738,s6739,Movie,Fanatic,Keith L. Smith,"Denyce Lawton, Hosea Chanchez, Michelle Mitchenor, Darius McCrary, Shawne Merriman, Sticky Fingaz, Miguel A. Núñez Jr., Masika Kalysha, Zac Titus",United States,"August 24, 2019",2019,TV-14,91 min,Thrillers,"When A Successful Young Rap Star Has An Affair With An Obsessive Fan, His Life Is Turned Upside Down When She Kidnaps Him."
6739,s6740,Movie,Fandry,Nagraj Manjule,"Somnath Awghade, Suraj Pawar, Chhaya Kadam, Kishore Kadam, Rajeshwari Kharat, Bhushan Manjule, Nagraj Manjule, Sohail Shaikh, Sanjay Chaudhri, Vikas Pandurang Patil",India,"January 1, 2018",2014,NR,102 min,"Dramas, Independent Movies, International Movies","Spunky, Lower-Caste Lad Jabya Falls For Lovely, Upper-Caste Shalu. But His Family'S Derided Social Position Proves A Stubborn Stumbling Block To Love."
6740,s6741,Movie,Farce,Shadi Ali,"Ahmed Fathy, Bayoumi Fouad, Sami Maghouri, Mohammed Tharwat, Mohamed Salam, Haya Ibrahim, Mohsen Mansour",Egypt,"June 6, 2019",2017,TV-MA,94 min,"Comedies, International Movies","A Beauty Expert, A Drug Dealer And A Bungling Revolutionary End Up In The Grips Of An Extremist Group After Meeting On A Plane To Lebanon."
6742,s6743,TV Show,Father Brown,Ian Barber,"Mark Williams, Sorcha Cusack, Nancy Carroll, Alex Price, Hugo Speer, Tom Chambers, Keith Osborn",United Kingdom," March 31, 2018",2017,TV-14,6 Seasons,"British TV Shows, Crime TV Shows, TV Dramas","A Modest, Compassionate Priest Doubles As An Effective Crime Solver In This Series Based On The Short Stories By G.K. Chesterton."
6743,s6744,Movie,Fear and Loathing in Las Vegas,Terry Gilliam,"Johnny Depp, Benicio Del Toro, Tobey Maguire, Ellen Barkin, Gary Busey, Christina Ricci, Mark Harmon, Cameron Diaz, Katherine Helmond, Michael Jeter, Craig Bierko, Lyle Lovett, Flea, Christopher Meloni, Harry Dean Stanton, Tim Thomerson",United States,"November 1, 2019",1998,R,118 min,"Comedies, Cult Movies, Dramas",A Sportswriter And His Samoan Lawyer Embark On A Hallucinogenic Three-Day Romp From Los Angeles To Las Vegas In This Counterculture Cult Favorite.
6744,s6745,TV Show,Fear Files... Har Mod Pe Darr,"Raúl Campos, Jan Suter",Unknown,India,"June 1, 2017",2015,TV-MA,1 Season,"International TV Shows, TV Horror, TV Thrillers","Possessed Lovers, Witches, Haunted Houses And More Bring Tales Of Horror To The Screen In This Anthology Series."
6745,s6746,Movie,Feel Rich,Peter Spirer,"Quincy Jones, Common, Russell Simmons, Fat Joe, Paul Wall, Quincy Jones III",United States,"August 23, 2017",2017,TV-MA,70 min,Documentaries,"Talking Squarely To The Hip-Hop Generation, Musicians, Athletes And Others Outline The Benefits Of Exercise, A Healthy Diet And Spiritual Wellness."
6746,s6747,Movie,Fiddler on the Roof,Norman Jewison,"Topol, Norma Crane, Leonard Frey, Molly Picon, Paul Mann, Rosalind Harris, Michele Marsh, Neva Small, Paul Michael Glaser, Ray Lovelock",United States,"July 1, 2020",1971,G,181 min,"Classic Movies, Dramas, Music & Musicals","This Adaptation Of The Musical Chronicles The Trials Of A Jewish Peasant, His Wife, And Their Three Strong-Willed Daughters In Pre-Revolutionary Russia."
6747,s6748,Movie,Fifty,Biyi Bandele,"Dakore Akande, Ireti Doyle, Nse Ikpe-Etim, Omoni Oboli",Nigeria,"December 28, 2015",2015,NR,101 min,"Dramas, International Movies","In Lagos, Nigeria, Four Successful Women On The Verge Of 50 Take Stock Of Their Lives And Loves Over The Course Of One Week."
6748,s6749,Movie,Figaro Pho,Luke Jurevicius,Luke Jurevicius,United Kingdom,"September 1, 2016",2008,TV-Y7,29 min,"Children & Family Movies, Comedies",Quirky Little Figaro Has A Whole Alphabet'S Worth Of Phobias. These Wordless Animated Shorts Follow His Many Fears From A To Z.
6749,s6750,Movie,Figures of Speech,Ari Levinson,Chris Pine,United States,"December 21, 2016",2016,TV-PG,92 min,Documentaries,"In This Documentary, Passionate High Schoolers Travel The Country And Come Of Age During A Turbulent Yearlong Prep For A National Speech Competition."
6750,s6751,TV Show,Filinta,"Raúl Campos, Jan Suter","Onur Tuna, Serhat Tutumluer, Mehmet Özgür, Naz Elmas, Kayra Şenocak, Kamil Güler, Ceyhun Ergin, Burcu Çoban, Umut Kırcalı, Sencer Serta",Turkey,"April 15, 2017",2015,TV-14,2 Seasons,"Crime TV Shows, International TV Shows, TV Action & Adventure","In 19Th-Century Istanbul, A Young Police Officer Investigates Crimes And Falls In Love With The Daughter Of A Wealthy Merchant Conspiring Against Him."
6751,s6752,Movie,Filmworker,Tony Zierra,Leon Vitali,United States,"November 1, 2018",2017,TV-MA,94 min,Documentaries,Leon Vitali Had A Thriving Acting Career Most Others Would Envy. Then He Gave It All Up To Devote Himself Completely To The Vision Of Stanley Kubrick.
6752,s6753,Movie,Filosofi Kopi The Movie,Angga Dwimas Sasongko,"Chicco Jerikho, Rio Dewanto, Julie Estelle, Jajang C. Noer, Slamet Rahardjo, Otig Pakis, Arash Buana, Hazel Raditya, Dimas Harya, Westny Dj",Indonesia,"October 11, 2018",2015,TV-PG,118 min,"Dramas, International Movies",The Level-Headed Owner Of A Struggling Coffee Shop Finds His Future At Risk When His Partner – A Talented But Cocky Barista – Makes A Major Bet.
6753,s6754,Movie,Final Destination,James Wong,"Devon Sawa, Ali Larter, Kerr Smith, Kristen Cloke, Seann William Scott, Tony Todd, Daniel Roebuck, Chad Donella, Roger Guenveur Smith, Amanda Detmer",United States,"January 1, 2020",2000,R,98 min,"Cult Movies, Horror Movies, Thrillers","After Narrowly Avoiding A Fatal Plane Explosion, A Group Of Seemingly Lucky Teen Classmates Finds That Death Is Not So Easily Cheated."
6754,s6755,Movie,Final Destination 2,David R. Ellis,"Ali Larter, A.J. Cook, Michael Landes, Terrence 'T.C.' Carson, Jonathan Cherry, Keegan Connor Tracy, Sarah Carter, Lynda Boyd, David Paetkau, Justina Machado","United States, Canada","January 1, 2020",2003,R,90 min,"Horror Movies, Thrillers","On A Road Trip With Friends, Kimberly Has A Premonition That Saves Everyone From A Freak Accident. More Terrifying Visions Prompt Her To Seek Help."
6755,s6756,Movie,Final Destination 3,James Wong,"Mary Elizabeth Winstead, Ryan Merriman, Kris Lemche, Alexz Johnson, Sam Easton, Jesse Moss, Gina Holden, Texas Battle, Chelan Simmons, Crystal Lowe, Amanda Crew","United States, Germany","January 1, 2020",2006,R,93 min,Horror Movies,"When A Girl Prevents Her Premonition Of A Deadly Roller-Coaster Mishap From Coming True, The Survivors Must Face The Consequences Of Cheating Death."
6756,s6757,Movie,Fire at Sea,Gianfranco Rosi,"Samuele Caruana, Giuseppe Fragapane","Italy, France","March 21, 2017",2016,TV-14,114 min,"Documentaries, International Movies","Heartbreak, Hope And Nostalgia Collide In This Complex Portrait Of Lampedusa, A Mediterranean Island Where Thousands Of Migrants Land Each Year."
6757,s6758,Movie,Fireflies,Sabal Singh Shekawat,"Rahul Khanna, Arjun Mathur, Shivani Ghai, Monica Dogra, Aadya Bedi",India,"April 24, 2019",2013,TV-MA,99 min,"Dramas, Independent Movies, International Movies","Grappling With Love And Loss In Their Respective Lives, Two Estranged Brothers Must Confront Their Traumatic, Unresolved Past When They Cross Paths."
6758,s6759,Movie,First Impression,Arthur Muhammad,"Lamman Rucker, Lisa Arrindell Anderson, Elise Neal, Kendrick Cross",United States,"May 17, 2019",2018,TV-14,96 min,"Comedies, Romantic Movies","Unaware They’Ve Matched Online, A Struggling Writer Embellishes His Lifestyle To Impress A Successful Exec With Whom He Sparks An Unexpected Romance."
6759,s6760,Movie,First Kill,Steven C. Miller,"Hayden Christensen, Bruce Willis, Gethin Anthony, Megan Leonard, Tyler Jon Olson, Shea Buckner, William DeMeo, Magi Avila, Ty Shelton, Christine Dye","United Kingdom, Canada, United States","September 1, 2019",2017,R,102 min,Action & Adventure,"A Stock Broker Brings His Young Son Back To The Town Where He Grew Up For A Hunting Trip, But Things Take A Dangerous Turn When They Witness A Crime."
6760,s6761,Movie,FirstBorn,Nirpal Bhogal,"Antonia Thomas, Luke Norris, Thea Petrie, Eileen Davies, Jonathan Hyde",United Kingdom,"March 31, 2017",2016,TV-MA,90 min,"Horror Movies, International Movies",A Young Couple Fights Supernatural Foes In An Attempt To Save Their Daughter From The Dark And Mysterious Forces That Follow Her Every Move.
6762,s6763,Movie,Fishtail,Andrew Renzi,Harry Dean Stanton,United States,"October 1, 2018",2015,NR,61 min,Documentaries,Harry Dean Stanton Narrates This Documentary That Follows Two Modern-Day Cowboys As They Welcome New Calves At Montana'S Fishtail Basin Ranch.
6764,s6765,Movie,Fittest in Dubai,Gerry Blaksley,Unknown,United Arab Emirates,"April 15, 2020",2019,TV-14,60 min,"Documentaries, International Movies, Sports Movies",Top Athletes From Around The Globe Test Their Fitness In A Four-Day Competition At The First-Ever Crossfit Sanctional Event. Let The Games Begin.
6765,s6766,Movie,Five Elements Ninjas,Cheh Chang,"Tien-chi Cheng, Tien Hsiang Lung, Meng Lo, Michael Chan Wai-Man, Pei Hsi Chen, Li Wang, Ke Chu",Hong Kong,"September 17, 2019",1982,R,104 min,"Action & Adventure, International Movies","When Five Ninjas Whose Fighting Styles Are Based On Natural Elements Unleash Their Fury On A Rival School, A Lone Survivor Vows Deadly Revenge."
6766,s6767,TV Show,Fix It and Finish It,"Raúl Campos, Jan Suter",Antonio Sabato Jr.,United States," July 20, 2018",2014,TV-G,3 Seasons,Reality TV,"A Team Of Skilled Contractors And Designers Hosted By Antonio Sabato Jr. Renovates Houses, Cabins And Even Rvs, Transforming Properties In One Day."
6767,s6768,Movie,Flash of Genius,Marc Abraham,"Greg Kinnear, Lauren Graham, Dermot Mulroney, Alan Alda, Bill Smitrovich, Mitch Pileggi, Daniel Roebuck, Tim Kelleher, Aaron Abrams, Chuck Shamata, Andrew Gillies","Canada, United States","January 16, 2017",2008,PG-13,119 min,Dramas,A College Professor Goes Up Against The Giants Of The Auto Industry When They Fail To Give Him Credit For Inventing Intermittent Windshield Wipers.
6768,s6769,Movie,Flimflam,Khaled Marei,"Ahmed Helmy, Donia Samir Ghanim, Sabrine, Bayyumi Fuad, Jamila Adel Awad, Bea, Yasser El Tobgy, Enaam Salousa",Egypt,"June 13, 2019",2016,TV-14,102 min,"Comedies, International Movies","Nosy Family In Tow, A Fun-Loving Bachelor Goes On A Romantic Getaway, But He Ends Up Pretending To Be Married To A Complete Stranger To Avoid Trouble."
6769,s6770,Movie,Flock of Four,Gregory Caruso,"Braeden Lemasters, Isaac Jay, Uriah Shelton, Dylan Riley Snyder, Coco Jones, Shane Harper, Nadji Jeter, Connor Paolo, Gatlin Green, Reg E. Cathey",United States,"August 1, 2018",2018,TV-MA,83 min,"Dramas, Independent Movies, Music & Musicals","One Night In 1959, Four Young Musicians Venture From Pasadena To South-Central Los Angeles In The Hopes Of Hearing A Living Jazz Legend Play."
6770,s6771,TV Show,Flowering Heart,"Raúl Campos, Jan Suter","Choi Da-in, Yang Se-na, Gim Chae-eun, Esther, Um Sang-hyun, Shin Yong-woo",South Korea,"July 1, 2019",2016,TV-Y7,1 Season,"Kids' TV, Korean TV Shows","An Ordinary Student, Who Forms An Advice Club With Her Friends To Help Others, Gains Special Powers After A Mysterious Encounter."
6771,s6772,Movie,Flying Guillotine 2,"Kang Cheng, Shan Hua","Feng Ku, Chung Wang, Szu Shih, Lung Ti, Lo Lieh, Szu-Chia Chen",Hong Kong,"July 31, 2018",1978,TV-MA,88 min,"Action & Adventure, International Movies","The Emperor'S Reign Of Terror Expands. Heroic Outlaw Ma Teng Joins A Squad Of Female Rebels, Whose Leader Is Torn Between Family Loyalties."
6772,s6773,Movie,Follow Me,Asri Bendacha,Asri Bendacha,"United Arab Emirates, United States, United Kingdom","November 16, 2018",2017,TV-MA,86 min,"Documentaries, International Movies","Aspiring To Be An Internet Celebrity And Make Big Bucks, A Filmmaker Travels The World To Learn The Tricks Of The Trade From Social Media Influencers."
6774,s6775,TV Show,Footprints in the Sand,"Raúl Campos, Jan Suter","Yenn Teoh, Leslie Chai, Elvis Chin, Candy Ice, Jacky Kam, Jordan Voon, Alvin Wong",United States,"October 16, 2017",2011,TV-14,1 Season,"International TV Shows, TV Dramas","Familial Bonds Strain As Dramas Concerning Love, Greed, Business And Generosity Simmer Across Generations."
6775,s6776,Movie,Footprints: The Path of Your Life,Juan Manuel Cotelo,Unknown,Spain,"June 30, 2017",2015,PG,90 min,"Documentaries, Faith & Spirituality, International Movies","This Documentary Follows 10 Men Who Agree To Walk The Camino De Santiago, A 500-Mile, 40-Day Trek That Will Challenge Their Strength And Faith."
6776,s6777,Movie,For Colored Girls,Tyler Perry,"Kimberly Elise, Janet Jackson, Loretta Devine, Thandie Newton, Anika Noni Rose, Kerry Washington, Tessa Thompson, Phylicia Rashad, Whoopi Goldberg, Omari Hardwick, Macy Gray, Michael Ealy, Richard Lawson, Hill Harper, Khalil Kain",United States,"May 1, 2020",2010,R,134 min,Dramas,This Adaptation Of Ntozake Shange'S Play Consists Of A Series Of Poetic Vignettes That Explore The Lives Of Modern African American Women.
6777,s6778,Movie,For Grace,"Mark Helenowski, Kevin Pang",Unknown,United States,"March 2, 2016",2015,TV-PG,92 min,Documentaries,"As Chef Curtis Duffy Oversees Every Aspect Of Opening His Own Restaurant, Grace, He Recalls His Turbulent Childhood And Difficult Adult Relationships."
